# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
17661,Metabolism: Glycemia during oral glucose tolerance test (OGTT); overall; chow diet (6% kCal/fat Harlan.2918); males [AUC] (EPFL LISP3 Cohort)
17662,Metabolism: Glycemia during oral glucose tolerance test (OGTT); overall; high fat diet (60% kCal/fat HarlanTD.06414); males [AUC] (EPFL LISP3 Cohort)
17663,Metabolism: Insulin response from oral glucose tolerance test (OGTT); at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [AUC] (EPFL LISP3 Cohort)
17664,Metabolism: Insulin response from oral glucose tolerance test (OGTT); at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [AUC] (EPFL LISP3 Cohort)
17665,Metabolism: Insulin during oral glucose tolerance test (OGTT); 0min; at 17 weeks of age; (after overnight fast); chow diet (6% kCal/fat Harlan.2918); males [ug/mL] (EPFL LISP3 Cohort)
17666,Metabolism: Insulin during oral glucose tolerance test (OGTT); 0min; at 17 weeks of age; (after overnight fast); high fat diet (60% kCal/fat HarlanTD.06414); males [ug/mL] (EPFL LISP3 Cohort)
17667,Metabolism: Insulin during oral glucose tolerance test (OGTT); 15min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [ug/mL] (EPFL LISP3 Cohort)
17668,Metabolism: Insulin during oral glucose tolerance test (OGTT); 15min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [ug/mL] (EPFL LISP3 Cohort)
17669,Metabolism: Insulin during oral glucose tolerance test (OGTT); 30min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [ug/mL] (EPFL LISP3 Cohort)
17670,Metabolism: Insulin during oral glucose tolerance test (OGTT); 30min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [ug/mL] (EPFL LISP3 Cohort)
17671,Metabolism: Glucose / insulin ratio in plasma after overnight fast; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17672,Metabolism: Glucose / insulin ratio in plasma after overnight fast; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17673,Metabolism: Glucose / insulin ratio in plasma 15 minutes after start of oral glucose tolerance test (OGTT); at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17674,Metabolism: Glucose / insulin ratio in plasma 15 minutes after start of oral glucose tolerance test (OGTT); at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17675,Metabolism: Glucose / insulin ratio in plasma 30 minutes after start of oral glucose tolerance test (OGTT); at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17676,Metabolism: Glucose / insulin ratio in plasma 30 minutes after start of oral glucose tolerance test (OGTT); at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17677,Metabolism: Glucose * insulin in plasma after overnight fast; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [(ug*mg)/(mL*mL)] (EPFL LISP3 Cohort)
17678,Metabolism: Glucose * insulin in plasma after overnight fast; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [(ug*mg)/(mL*mL)] (EPFL LISP3 Cohort)
17679,Metabolism: McAuley fasted insulin ratio in plasma after overnight fast; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males (EPFL LISP3 Cohort) [ratio]
17680,Metabolism: Insulin ratio in plasma (McAuley method) after overnight fast in males at 17 weeks of age on a high fat diet (60% kCal/fat HarlanTD.06414)(EPFL LISP3 Cohort)[ratio]
17681,Metabolism: HOMA-IR after overnight fast; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [index] (EPFL LISP3 Cohort)
17682,Metabolism: HOMA-IR after overnight fast; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [index] (EPFL LISP3 Cohort)
17683,Metabolism: HOMA-B after overnight fast; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [index] (EPFL LISP3 Cohort)
17684,Metabolism: HOMA-B after overnight fast; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [index] (EPFL LISP3 Cohort)
17685,Cardiovascular system; physiology: Diastolic blood pressure measured using a tail cuff system at 19 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mmHg] (EPFL LISP3 Cohort)
17686,Cardiovascular system; physiology: Diastolic blood pressure measured using a tail cuff system at 19 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mmHg] (EPFL LISP3 Cohort)
17687,Cardiovascular system; physiology: Systolic blood pressure measured using a tail cuff system at 19 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mmHg] (EPFL LISP3 Cohort)
17688,Cardiovascular system; physiology: Systolic blood pressure measured using a tail cuff system at 19 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mmHg] (EPFL LISP3 Cohort)
17689,Cardiovascular system; physiology: Heart rate measured using a tail cuff system at 19 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [bpm] (EPFL LISP3 Cohort)
17690,Cardiovascular system; physiology: Heart rate measured using a tail cuff system at 19 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [bpm] (EPFL LISP3 Cohort)
17691,Metabolism: Body temperature; basal; at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [Celsius] (EPFL LISP3 Cohort)
17692,Metabolism: Body temperature; basal; at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17693,Metabolism: Body temperature after 1 hour in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17694,Metabolism: Body temperature after 1 hour in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17695,Metabolism: Body temperature after 2 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17696,Metabolism: Body temperature after 2 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17697,Metabolism: Body temperature after 3 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17698,Metabolism: Body temperature after 3 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17699,Metabolism: Body temperature after 4 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17700,Metabolism: Body temperature after 4 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17701,Metabolism: Body temperature after 5 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17702,Metabolism: Body temperature after 5 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17703,Metabolism: Body temperature after 6 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [deg C] (EPFL LISP3 Cohort)
17704,Metabolism: Body temperature after 6 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [deg C] (EPFL LISP3 Cohort)
17705,Metabolism: Body temperature loss after 3 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17706,Metabolism: Body temperature loss after 3 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17707,Metabolism: Body temperature loss after 6 hours in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17708,Metabolism: Body temperature loss after 6 hours in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17709,Metabolism: Body temperature loss between 3 to 6 hours after being placed in 4 deg C chamber at 21 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17710,Metabolism: Body temperature loss between 3 to 6 hours after being placed in 4 deg C chamber at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17711,Metabolism: Body temperature; basal; diet ratio; at 21 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414) / chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17712,Metabolism: Body temperature; after 6 hours in 4 deg C chamber at 21 weeks of age; diet ratio; high fat diet (60% kCal/fat HarlanTD.06414) / chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17713,Central nervous system; metabolism; behavior: Activity (movement) during full day (24 hours); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17714,Central nervous system; metabolism; behavior: Activity (movement) during full day (24 hours); in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17715,Central nervous system; metabolism; behavior: Activity (movement) during light phase (day); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17716,Central nervous system; metabolism; behavior: Activity (movement) during light phase (day); in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17717,Central nervous system; metabolism; behavior: Activity (movement) during dark phase (night); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17718,Central nervous system; metabolism; behavior: Activity (movement) during dark phase (night); in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17719,Central nervous system; metabolism; behavior: Activity (rearing) during full day (24 hours); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17720,Central nervous system; metabolism; behavior: Activity (rearing) during full day (24 hours); in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17721,Central nervous system; metabolism; behavior: Activity (rearing) during light phase (day); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17722,Central nervous system; metabolism; behavior: Activity (rearing) during light phase (day); in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17723,Central nervous system; metabolism; behavior: Activity (rearing) during dark phase (night); in standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [counts/hour] (EPFL LISP3 Cohort)
17724,Central nervous system; metabolism; behavior: Activity (rearing) during dark phase (night) in standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [counts/hour] (EPFL LISP3 Cohort)
17725,Central nervous system; metabolism; behavior: Food intake in 24 h; standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17726,Central nervous system; metabolism; behavior: Food intake in 24 h; standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17727,Central nervous system; metabolism; behavior: Food intake in 24 h; standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [kCal] (EPFL LISP3 Cohort)
17728,Central nervous system; metabolism; behavior: Food intake in 24 h; standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [kCal] (EPFL LISP3 Cohort)
17729,Central nervous system; metabolism; behavior: Food intake/body weight g; standard housing cage at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [g/g] (EPFL LISP3 Cohort)
17730,Central nervous system; metabolism; behavior: Food intake/body weight g; standard housing cage at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [g/g] (EPFL LISP3 Cohort)
17731,Morphology; metabolism: Body weight in home cage; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17732,Morphology; metabolism: Body weight in home cage; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17733,Cardiovascular system; behavior: Run distance untrained; treadmill at 10 degree incline at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [m] (EPFL LISP3 Cohort)
17734,Cardiovascular system; behavior: Run distance untrained; treadmill at 0 degree incline at 23 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [m] (EPFL LISP3 Cohort)
17735,Cardiovascular system; behavior: Run distance trained; treadmill at 10 degree incline at 25 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [m] (EPFL LISP3 Cohort)
17736,Cardiovascular system; behavior: Run distance trained; treadmill at 0 degree incline at 25 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [m] (EPFL LISP3 Cohort)
17737,Cardiovascular system; behavior: Run distance improvement after 10 days of voluntary exercise; treadmill at 10 degree incline; chow diet (6% kCal/fat Harlan.2918); males [m] (EPFL LISP3 Cohort)
17738,Cardiovascular system; behavior: Run distance improvement after 10 days of voluntary exercise; treadmill at 0 degree incline; high fat diet (60% kCal/fat HarlanTD.06414); males [m] (EPFL LISP3 Cohort)
17739,Respiratory system; metabolism: Oxygen intake (VO2) basal untrained; treadmill at 10 degree incline at 23 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/min] (EPFL LISP3 Cohort)
